Han_Ji,Chu_Im,Freq,Siann,Un, Tiau 
蹀,tiap8,,t,iap, 8 
蹁,phian1,,ph,ian, 1 
蹂,jiu2,,j,iu, 2 
蹄,te5,,t,e, 5 
輭,joan2,0.01 ,j,oan, 2 
輯,chip4,,ch,ip, 4 
輳,chhoo3,,chh,oo, 3 
輶,qiu5,,q,iu, 5 
輸,si1,,s,i, 1 
輻,hok4,,h,ok, 4 
辦,pian7,,p,ian, 7 
辧,pian7,0.01 ,p,ian, 7 
辨,pian7,,p,ian, 7 
遲,ti5,,t,i, 5 
遴,lin7,,l,in, 7 
遵,chhun1,,chh,un, 1 
遶,jiau2,0.01 ,j,iau, 2 
選,soan2,,s,oan, 2 
遹,qit8,,q,it, 8 
遺,kui7,,k,ui, 7 
遺,qui5,,q,ui, 5 
遼,liau5,,l,iau, 5 
鄴,giap8,,g,iap, 8 
鄶,koe3,,k,oe, 3 
醑,ji2,,j,i, 2 
醒,seng1,,s,eng, 1 
醒,seng2,,s,eng, 2 
醓,ham2,,h,am, 2 
鋸,ki3,,k,i, 3 
鋼,kong1,,k,ong, 1 
錄,liok8,,l,iok, 8 
錐,chhui1,,chh,ui, 1 
錙,chhu1,,chh,u, 1 
錠,teng7,,t,eng, 7 
錡,ki5,,k,i, 5 
錢,chhian5,,chh,ian, 5 
錣,toat4,,t,oat, 4 
錤,ki1,,k,i, 1 
錦,kim2,,k,im, 2 
錧,koan2,,k,oan, 2 
錫,sek4,,s,ek, 4 
錮,koo3,,k,oo, 3 
錯,chok4,,ch,ok, 4 
錯,choo3,,ch,oo, 3 
錽,kiam2,0.01 ,k,iam, 2 
鍁,hiam1,,h,iam, 1 
閶,chiang1,,ch,iang, 1 
閹,qiam1,,q,iam, 1 
閻,qiam5,,q,iam, 5 
閽,hun1,,h,un, 1 
閾,hek8,,h,ek, 8 
闍,se1,,s,e, 1 
闍,too1,,t,oo, 1 
隧,sui7,,s,ui, 7 
隧,tui7,,t,ui, 7 
隨,sui5,,s,ui, 5 
隩,qo3,,q,o, 3 
險,hiam2,,h,iam, 2 
雕,tiau1,,t,iau, 1 
霍,hok4,,h,ok, 4 
霎,siap4,,s,iap, 4 
霏,hui1,,h,ui, 1 
霑,tiam1,,t,iam, 1 
霓,ge5,,g,e, 5 
霖,lim5,,l,im, 5 
靛,tan7,,t,an, 7 
靛,tian7,,t,ian, 7 
靜,chheng7,,chh,eng, 7 
靦,thian2,,th,ian, 2 
鞓,theng2,,th,eng, 2 
鞗,tiau5,,t,iau, 5 
鞘,chiau3,,ch,iau, 3 
鞘,sau1,,s,au, 1 
頤,qi5,,q,i, 5 
頭,thoo5,,th,oo, 5 
頰,kiap4,,k,iap, 4 
頱,loat8,,l,oat, 8 
頲,theng2,,th,eng, 2 
頳,cheng1,,ch,eng, 1 
頴,qeng2,0.01 ,q,eng, 2 
頷,qam7,,q,am, 7 
頸,keng7,,k,eng, 7 
頹,thut4,,th,ut, 4 
頹,toe5,,t,oe, 5 
頻,pin5,,p,in, 5 
餐,chan1,,ch,an, 1 
餚,gaunn5,,g,aunn, 5 
餛,hun5,,h,un, 5 
餜,ko2,,k,o, 2 
餞,chhian2,,chh,ian, 2 
餡,ham7,,h,am, 7 
餤,tam5,,t,am, 5 
餧,loe2,0.01 ,l,oe, 2 
館,koan2,,k,oan, 2 
馞,put8,,p,ut, 8 
駡,bann7,0.01 ,b,ann, 7 
駢,pian5,,p,ian, 5 
駣,tiau7,,t,iau, 7 
駪,sin1,,s,in, 1 
駬,ji2,,j,i, 2 
駭,hai2,,h,ai, 2 
駰,qin1,,q,in, 1 
駱,lok8,,l,ok, 8 
骸,hai5,,h,ai, 5 
骿,pian5,,p,ian, 5 
髭,chhu1,,chh,u, 1 
髻,ke3,,k,e, 3 
鮀,to5,,t,o, 5 
鮎,chhiam1,,chh,iam, 1 
鮐,thai1,,th,ai, 1 
鮒,hu7,,h,u, 7 
鮓,chhe2,0.01 ,chh,e, 2 
鮓,te2,,t,e, 2 
鮕,koo1,,k,oo, 1 
鴒,leng5,,l,eng, 5 
鴛,qoan1,,q,oan, 1 
鴝,ki5,,k,i, 5 
鴞,hiau1,,h,iau, 1 
鴟,chi1,,ch,i, 1 
鴣,koo1,,k,oo, 1 
鴦,qiang1,,q,iang, 1 
鴨,qap4,,q,ap, 4 
麈,chhi2,,chh,i, 2 
麬,phoo1,,ph,oo, 1 
黔,khiam5,,kh,iam, 5 
黗,thun2,,th,un, 2 
黗,thun5,,th,un, 5 
默,bek8,,b,ek, 8 
黺,hun2,,h,un, 2 
鼒,chhu1,,chh,u, 1 
鼽,kiu5,,k,iu, 5 
龍,liong5,,l,iong, 5 
龜,kui1,,k,ui, 1 
𠏫,theng2,,th,eng, 2 
𠏬,pheng1,,ph,eng, 1 
𠏰,chhai2,,chh,ai, 2 
𠟻,chhek4,0.01 ,chh,ek, 4 
𠿕,khiau3,,kh,iau, 3 
𡭊,tui3,0.01 ,t,ui, 3 
𡼿,khut4,,kh,ut, 4 
𡼿,tut8,,t,ut, 8 
𡽐,liau5,,l,iau, 5 
𢅏,liam5,,l,iam, 5 
𢋆,him3,,h,im, 3 
𢍰,qek8,,q,ek, 8 
𢡂,tong7,,t,ong, 7 
𢢝,sui7,,s,ui, 7 
𢶀,chhoai1,,chh,oai, 1 
𢶃,hoan5,,h,oan, 5 
𢶉,piak8,,p,iak, 8 
𢶍,sap4,,s,ap, 4 
𢶚,pin5,0.01 ,p,in, 5 
𢿣,khiau1,,kh,iau, 1 
𣚎,lui5,,l,ui, 5 
𣿅,tong2,,t,ong, 2 
𤎤,lo5,,l,o, 5 
𤎭,lim7,,l,im, 7 
𤹝,pi7,,p,i, 7 
𤹥,qeng3,,q,eng, 3 
𥀖,chhu1,,chh,u, 1 
𥂕,chhiu1,,chh,iu, 1 
𥂙,hun3,0.01 ,h,un, 3 
𥕏,khok4,,kh,ok, 4 
𥕑,chiann1,,ch,iann, 1 
𥡥,chhong2,,chh,ong, 2 
𥰝,sit4,,s,it, 4 
𥻥,che3,,ch,e, 3 
𥻨,sek4,,s,ek, 4 
𦑹,phu7,,ph,u, 7 
𦺔,gaunn5,,g,aunn, 5 
𧎡,kiong1,,k,iong, 1 
𧎮,chho2,0.01 ,chh,o, 2 
𧩲,lat8,,l,at, 8 
𧯷,kin2,0.01 ,k,in, 2 
𧯸,kok4,,k,ok, 4 
𧳩,thoan2,,th,oan, 2 
𧶱,ti7,0.01 ,t,i, 7 
𧶴,too2,0.01 ,t,oo, 2 
𧶵,chap4,,ch,ap, 4 
𧶷,thek8,,th,ek, 8 
𧶸,cheng3,,ch,eng, 3 
𨼮,thiam7,,th,iam, 7 
𩗓,put8,,p,ut, 8 
𩜈,qi3,,q,i, 3 
𩜖,piong1,,p,iong, 1 
𩨽,tui1,,t,ui, 1 
𪎶,thun1,,th,un, 1 
㘆,thai2,,th,ai, 2 
㠓,bong5,,b,ong, 5 
㠙,ho5,,h,o, 5 
㣷,leng7,,l,eng, 7 
㦘,kek4,,k,ek, 4 
㪺,ki1,,k,i, 1 
㬡,leng5,0.01 ,l,eng, 5 
㯭,loo2,0.01 ,l,oo, 2 
㱆,hi1,,h,i, 1 
㱇,sek4,,s,ek, 4 
㱈,him3,,h,im, 3 
㵲,bu2,,b,u, 2 
㹕,hoan5,,h,oan, 5 
䁱,qau1,,q,au, 1 
䃦,tun2,,t,un, 2 
䈼,biat8,,b,iat, 8 
䊜,toan5,,t,oan, 5 
䊞,thek4,,th,ek, 4 
䊟,boan5,,b,oan, 5 
䌍,kin2,,k,in, 2 
䍢,bu5,,b,u, 5 
䑀,phek4,,ph,ek, 4 
䗡,qian1,,q,ian, 1 
䗣,ham5,,h,am, 5 
䜂,ho7,,h,o, 7 
䞅,qi5,,q,i, 5 
䫋,toe5,0.01 ,t,oe, 5 
䫐,lim3,,l,im, 3 
䬍,hut4,,h,ut, 4 
䭈,kian1,,k,ian, 1 
償,chiang5,,ch,iang, 5 
儠,lap8,,l,ap, 8 
儠,liap4,,l,iap, 4 
儡,lui2,,l,ui, 2 
儣,khong2,,kh,ong, 2 
儥,qiok8,0.01 ,q,iok, 8 
儦,phiau1,,ph,iau, 1 
優,qiu1,,q,iu, 1 
儲,ti5,,t,i, 5 
勵,le7,,l,e, 7 
匵,tok8,,t,ok, 8 
噽,phi2,0.01 ,ph,i, 2 
嚀,leng5,,l,eng, 5 
嚅,ji5,,j,i, 5 
嚇,ha3,,h,a, 3 
嚇,hek4,,h,ek, 4 
嚉,tut8,0.01 ,t,ut, 8 
嚌,che7,,ch,e, 7 
嚌,chhe1,,chh,e, 1 
嚌,chhe7,,chh,e, 7 
嚏,thi3,,th,i, 3 
壎,hun1,0.01 ,h,un, 1 
壑,hok4,,h,ok, 4 
壓,qap4,,q,ap, 4 
壕,ho5,,h,o, 5 
嬪,pin7,,p,in, 7 
嬭,lainn2,0.01 ,l,ainn, 2 
嬰,qeng1,,q,eng, 1 
嬲,siau2,,s,iau, 2 
嬷,bo2,,b,o, 2 
孺,ji5,,j,i, 5 
孻,lainn5,,l,ainn, 5 
尶,lam5,,l,am, 5 
嶷,gi5,,g,i, 5 
嶸,qeng5,,q,eng, 5 
嶺,leng2,,l,eng, 2 
嶻,chhiat8,,chh,iat, 8 
嶼,si7,,s,i, 7 
嶽,gak8,,g,ak, 8 
幪,bong5,,b,ong, 5 
幫,pang1,,p,ang, 1 
幬,to2,,t,o, 2 
彌,bi2,0.01 ,b,i, 2 
彌,bi5,,b,i, 5 
彌,binn1,,b,inn, 1 
徽,hui1,,h,ui, 1 
徾,qi5,,q,i, 5 
憵,phek4,,ph,ek, 4 
憼,keng2,,k,eng, 2 
懂,tong2,,t,ong, 2 
懃,khin5,,kh,in, 5 
懇,khun2,,kh,un, 2 
應,qeng1,,q,eng, 1 
應,qeng3,,q,eng, 3 
懋,boo7,,b,oo, 7 
懛,tai1,,t,ai, 1 
懜,bong7,,b,ong, 7 
懡,bonn2,,b,onn, 2 
懥,thi3,,th,i, 3 
懦,lonn5,,l,onn, 5 
戲,hi3,,h,i, 3 
戲,hoo1,,h,oo, 1 
戴,tai3,,t,ai, 3 
戴,te3,,t,e, 3 
擊,kek4,,k,ek, 4 
擎,keng5,,k,eng, 5 
擘,pek4,,p,ek, 4 
擠,chhe1,,chh,e, 1 
擡,thai1,,th,ai, 1 
擢,chhok8,,chh,ok, 8 
擣,to2,0.01 ,t,o, 2 
擤,cheng3,,ch,eng, 3 
擦,chat4,,ch,at, 4 
擬,gi2,,g,i, 2 
擯,pin3,,p,in, 3 
斁,qek8,,q,ek, 8 
斁,too3,,t,oo, 3 
斂,liam2,,l,iam, 2 
斃,pi7,,p,i, 7 
斵,tok4,,t,ok, 4 
斶,chiok4,,ch,iok, 4 
曎,qek8,,q,ek, 8 
曐,seng1,,s,eng, 1 
曒,kiau2,,k,iau, 2 
曔,keng3,,k,eng, 3 
曙,si7,,s,i, 7 
橿,kiang1,,k,iang, 1 
檀,than5,,th,an, 5 
檄,hek8,,h,ek, 8 
檉,cheng1,,ch,eng, 1 
檋,kiok4,,k,iok, 4 
檎,khim5,,kh,im, 5 
檐,qiam5,,q,iam, 5 
檑,lui5,,l,ui, 5 
檔,tong3,,t,ong, 3 
檖,sui7,,s,ui, 7 
檗,pek4,,p,ek, 4 
檜,koe3,,k,oe, 3 
檟,ke2,,k,e, 2 
檠,keng5,,k,eng, 5 
檢,kiam2,,k,iam, 2 
檣,chiang5,,ch,iang, 5 
檥,gi2,,g,i, 2 
櫛,chhiat4,,chh,iat, 4 
歛,liam2,0.01 ,l,iam, 2 
殭,kiang1,0.01 ,k,iang, 1 
殮,liam7,,l,iam, 7 
毚,cham5,,ch,am, 5 
氈,chhian1,,chh,ian, 1 
氊,chhian1,0.01 ,chh,ian, 1 
澀,siap4,,s,iap, 4 
濕,sip4,,s,ip, 4 
濗,bek8,,b,ek, 8 
濘,leng2,,l,eng, 2 
濘,leng7,,l,eng, 7 
濙,qeng5,,q,eng, 5 
濚,qeng5,0.01 ,q,eng, 5 
濛,bong5,,b,ong, 5 
濞,pi7,,p,i, 7 
濟,chhe2,,chh,e, 2 
濟,chhe3,,chh,e, 3 
濠,ho5,,h,o, 5 
濡,ji5,,j,i, 5 
濡,si1,,s,i, 1 
濤,to5,,t,o, 5 
濩,hoo7,,h,oo, 7 
濪,chin3,,ch,in, 3 
濫,lam7,,l,am, 7 
濬,chhun3,,chh,un, 3 
濮,phok4,,ph,ok, 4 
濯,chhok8,,chh,ok, 8 
濰,qui5,,q,ui, 5 
濱,pin1,,p,in, 1 
濶,khoat4,0.01 ,kh,oat, 4 
營,qeng5,,q,eng, 5 
燠,hiok4,,h,iok, 4 
燥,so3,,s,o, 3 
燦,chan3,,ch,an, 3 
燧,sui7,,s,ui, 7 
燬,hui2,,h,ui, 2 
燭,chhiok4,,chh,iok, 4 
燮,siat4,,s,iat, 4 
爵,chhiak4,,chh,iak, 4 
牆,chiang5,,ch,iang, 5 
獮,bi5,,b,i, 5 
獮,sian2,,s,ian, 2 
獯,hun1,,h,un, 1 
獱,pin1,,p,in, 1 
獲,hek8,,h,ek, 8 
獳,lonn5,,l,onn, 5 
璐,loo7,,l,oo, 7 
璨,chan3,,ch,an, 3 
璩,ki5,,k,i, 5 
璫,tong1,,t,ong, 1 
環,hoan5,,h,oan, 5 
璲,sui7,,s,ui, 7 
甑,chheng7,,chh,eng, 7 
疃,thoan2,,th,oan, 2 
癀,hong5,,h,ong, 5 
療,liau7,,l,iau, 7 
癃,liong5,,l,iong, 5 
癉,tan1,,t,an, 1 
皤,pho1,,ph,o, 1 
盪,thong3,,th,ong, 3 
盪,tong7,0.01 ,t,ong, 7 
瞧,chhiau1,,chh,iau, 1 
瞧,chhiau5,,chh,iau, 5 
瞬,chun2,,ch,un, 2 
瞬,sun3,,s,un, 3 
瞭,liau2,,l,iau, 2 
瞯,han2,,h,an, 2 
瞰,kham3,,kh,am, 3 
瞲,hit4,,h,it, 4 
瞳,tong5,,t,ong, 5 
瞶,hoe7,,h,oe, 7 
矯,kiau2,,k,iau, 2 
矰,chheng1,,chh,eng, 1 
磯,ki1,,k,i, 1 
磰,sian7,,s,ian, 7 
磲,ki5,,k,i, 5 
磴,teng3,,t,eng, 3 
磷,lin5,,l,in, 5 
磷,lin7,,l,in, 7 
磻,hoan1,,h,oan, 1 
磻,hoan5,,h,oan, 5 
磽,khau1,,kh,au, 1 
禧,hi1,,h,i, 1 
禪,sian5,,s,ian, 5 
禪,sian7,,s,ian, 7 
穉,ti7,0.01 ,t,i, 7 
穗,sui7,,s,ui, 7 
穜,tong5,,t,ong, 5 
窾,khoan2,,kh,oan, 2 
窿,liong5,,l,iong, 5 
篠,siau2,,s,iau, 2 
篰,poo7,,p,oo, 7 
篱,le7,,l,e, 7 
篱,li5,,l,i, 5 
篲,hui7,,h,ui, 7 
篳,pit4,,p,it, 4 
篴,tiok8,,t,iok, 8 
篷,phong5,,ph,ong, 5 
篾,biat8,,b,iat, 8 
簀,chhek4,,chh,ek, 4 
簇,chhoo3,,chh,oo, 3 
簇,chok4,,ch,ok, 4 
簋,khui2,,kh,ui, 2 
簏,lok8,,l,ok, 8 
糙,cho3,,ch,o, 3 
糚,chhong1,0.01 ,chh,ong, 1 
糜,bi5,,b,i, 5 
糝,sam2,,s,am, 2 
糞,hun3,,h,un, 3 
糟,chho1,,chh,o, 1 
糠,khong1,,kh,ong, 1 
縩,chhe3,,chh,e, 3 
縫,hong5,,h,ong, 5 
縭,li5,,l,i, 5 
縮,siok4,,s,iok, 4 
縱,chhong1,,chh,ong, 1 
縱,chiong3,,ch,iong, 3 
縲,lui5,,l,ui, 5 
縵,ban7,,b,an, 7 
縶,chhip4,,chh,ip, 4 
縷,li2,,l,i, 2 
縷,loo5,,l,oo, 5 
縹,phiau1,,ph,iau, 1 
縻,bi5,,b,i, 5 
總,chhong2,,chh,ong, 2 
績,chhek4,,chh,ek, 4 
繁,hoan5,,h,oan, 5 
繂,lut8,,l,ut, 8 
繄,qi1,,q,i, 1 
繅,chau1,,ch,au, 1 
繆,biu5,,b,iu, 5 
繆,biu7,,b,iu, 7 
繆,bok8,,b,ok, 8 
繆,kiu1,,k,iu, 1 
繇,qiu5,0.01 ,q,iu, 5 
繇,tiu7,,t,iu, 7 
繈,kiang2,,k,iang, 2 
罄,kheng3,,kh,eng, 3 
罅,ha3,,h,a, 3 
罾,chheng1,,chh,eng, 1 
罿,tong5,,t,ong, 5 
翲,phiau1,,ph,iau, 1 
翳,qi3,,q,i, 3 
翼,qek8,,q,ek, 8 
聯,bian5,,b,ian, 5 
聰,chong1,,ch,ong, 1 
聲,seng1,,s,eng, 1 
聳,siong2,,s,iong, 2 
膺,qeng1,,q,eng, 1 
膽,tam2,,t,am, 2 
膾,koe3,,k,oe, 3 
膿,long5,,l,ong, 5 
臀,tun5,,t,un, 5 
臁,liam5,,l,iam, 5 
臂,pi3,,p,i, 3 
臄,kiak8,,k,iak, 8 
臅,chiok4,,ch,iok, 4 
臆,qek4,,q,ek, 4 
臇,chhian2,,chh,ian, 2 
臈,lap8,0.01 ,l,ap, 8 
臉,liam2,,l,iam, 2 
臊,cho1,,ch,o, 1 
臊,so1,,s,o, 1 
臨,lim5,,l,im, 5 
舉,ki2,,k,i, 2 
艚,chho5,,chh,o, 5 
艱,kan1,,k,an, 1 
蕗,loo7,,l,oo, 7 
蕸,he5,,h,e, 5 
蕾,lui2,,l,ui, 2 
薀,qun1,,q,un, 1 
薁,hiok4,,h,iok, 4 
薄,pok8,,p,ok, 8 
薅,ho1,,h,o, 1 
薅,honn1,,h,onn, 1 
薇,bi5,,b,i, 5 
薈,koe3,,k,oe, 3 
薉,qoe3,,q,oe, 3 
薊,ki3,,k,i, 3 
薍,goan7,,g,oan, 7 
薍,loan7,,l,oan, 7 
薏,qi3,,q,i, 3 
薐,leng5,,l,eng, 5 
薑,kiang1,,k,iang, 1 
薔,chiang5,,ch,iang, 5 
薘,tat8,,t,at, 8 
薙,ti7,,t,i, 7 
薛,pi7,,p,i, 7 
薛,siat4,,s,iat, 4 
薝,tam2,,t,am, 2 
薤,hai7,,h,ai, 7 
薦,chhian3,,chh,ian, 3 
薧,ko2,,k,o, 2 
薨,qeng1,,q,eng, 1 
薪,sin1,,s,in, 1 
薯,chhi5,,chh,i, 5 
虧,khui1,,kh,ui, 1 
螫,sek4,,s,ek, 4 
螬,chho5,,chh,o, 5 
螭,li5,,l,i, 5 
螯,go5,,g,o, 5 
螳,tong5,,t,ong, 5 
螵,phiau1,,ph,iau, 1 
螺,lo5,,l,o, 5 
螻,loo5,,l,oo, 5 
螼,khin2,,kh,in, 2 
螽,chhiong1,,chh,iong, 1 
螾,qin2,0.01 ,q,in, 2 
螿,chhiang1,,chh,iang, 1 
蟀,sut4,,s,ut, 4 
蟄,tit8,,t,it, 8 
蟊,baunn5,,b,aunn, 5 
蟊,boo5,,b,oo, 5 
蟋,sit4,,s,it, 4 
蟒,bong2,,b,ong, 2 
褵,li5,,l,i, 5 
褸,li2,,l,i, 2 
褻,siat4,,s,iat, 4 
襁,kiang2,,k,iang, 2 
襄,siang1,,s,iang, 1 
覫,phong2,,ph,ong, 2 
覬,khai2,,kh,ai, 2 
覯,koo1,,k,oo, 1 
覯,koo3,,k,oo, 3 
謄,theng5,,th,eng, 5 
謄,thian5,0.10 ,th,ian, 5 
謅,chau2,,ch,au, 2 
謇,kian2,,k,ian, 2 
謊,hong2,,h,ong, 2 
謎,binn7,,b,inn, 7 
謗,pong3,,p,ong, 3 
謙,khiam1,,kh,iam, 1 
謙,khiam2,0.01 ,kh,iam, 2 
謚,si7,,s,i, 7 
講,kang2,,k,ang, 2 
謝,sia7,,s,ia, 7 
謝秀嵐,,,,,
謠,qiau5,,q,iau, 5 
谿,khe1,0.01 ,kh,e, 1 
豁,hat4,,h,at, 4 
豏,ham7,0.01 ,h,am, 7 
豱,qun1,,q,un, 1 
豳,pin1,,p,in, 1 
貔,pi5,,p,i, 5 
賶,chong3,,ch,ong, 3 
賷,chhe1,,chh,e, 1 
賸,sin7,0.01 ,s,in, 7 
賹,qai3,,q,ai, 3 
賺,chhiam7,,chh,iam, 7 
賻,hong3,,h,ong, 3 
賻,hu7,,h,u, 7 
購,koo1,,k,oo, 1 
購,koo3,,k,oo, 3 
賽,sai3,,s,ai, 3 
趨,chi1,,ch,i, 1 
蹆,thui2,0.01 ,th,ui, 2 
蹇,kian2,,k,ian, 2 
蹈,to7,,t,o, 7 
蹉,cho1,,ch,o, 1 
蹉,cho3,,ch,o, 3 
蹊,he5,,h,e, 5 
蹋,tap8,0.01 ,t,ap, 8 
蹐,chhek4,,chh,ek, 4 
輾,lian2,,l,ian, 2 
輾,tian2,,t,ian, 2 
輿,qi5,,q,i, 5 
輿,qi7,,q,i, 7 
轂,kok4,,k,ok, 4 
轄,hat4,,h,at, 4 
轅,qoan5,,q,oan, 5 
遽,ki3,,k,i, 3 
避,pi7,,p,i, 7 
邀,hiau1,,h,iau, 1 
邁,bainn7,,b,ainn, 7 
邂,hai7,,h,ai, 7 
還,hoan5,,h,oan, 5 
邅,chhian1,,chh,ian, 1 
鄹,chhoo1,,chh,oo, 1 
醜,chiu2,,ch,iu, 2 
醞,qun3,,q,un, 3 
醡,chhe3,0.01 ,chh,e, 3 
醢,hai2,,h,ai, 2 
醢,he1,,h,e, 1 
錘,sui5,,s,ui, 5 
鍊,lian7,,l,ian, 7 
鍋,qo1,,q,o, 1 
鍍,too7,,t,oo, 7 
鍛,thoan3,,th,oan, 3 
鍠,hong5,,h,ong, 5 
鍡,qoe1,,q,oe, 1 
鍤,chap4,,ch,ap, 4 
鍪,baunn5,,b,aunn, 5 
鍫,chiau1,,ch,iau, 1 
鍬,chiau1,,ch,iau, 1 
鍭,hoo5,,h,oo, 5 
鍵,kian7,,k,ian, 7 
鍼,chhim1,,chh,im, 1 
鍾,chhiong1,,chh,iong, 1 
鎏,liu5,,l,iu, 5 
鎡,chhu1,,chh,u, 1 
闃,khek4,,kh,ek, 4 
闆,phan2,,ph,an, 2 
闇,qam2,,q,am, 2 
闇,qam3,,q,am, 3 
闈,qui5,,q,ui, 5 
闉,qian1,,q,ian, 1 
闉,qin1,,q,in, 1 
闊,khoat4,,kh,oat, 4 
闋,khoat4,,kh,oat, 4 
闌,lan5,,l,an, 5 
隮,chhe1,,chh,e, 1 
隰,sip4,,s,ip, 4 
隱,qin2,,q,in, 2 
隸,le7,,l,e, 7 
雖,sui1,,s,ui, 1 
霛,leng5,0.01 ,l,eng, 5 
霜,song1,,s,ong, 1 
霞,he5,,h,e, 5 
鞚,khong3,,kh,ong, 3 
鞛,pong2,,p,ong, 2 
鞞,peng2,,p,eng, 2 
鞟,kok4,,k,ok, 4 
鞠,kiok4,,k,iok, 4 
韓,han5,,h,an, 5 
韔,tiang3,,t,iang, 3 
韱,siam1,,s,iam, 1 
顆,kho3,,kh,o, 3 
顇,chhui7,,chh,ui, 7 
顉,gim7,,g,im, 7 
颶,ki7,,k,i, 7 
餪,loan2,,l,oan, 2 
餬,hoo5,,h,oo, 5 
餱,hoo5,,h,oo, 5 
餲,qai2,,q,ai, 2 
餳,cheng1,,ch,eng, 1 
馘,hek8,,h,ek, 8 
駵,liu5,,l,iu, 5 
駾,tui7,,t,ui, 7 
駿,chhun3,,chh,un, 3 
騁,pheng3,,ph,eng, 3 
騂,sin1,,s,in, 1 
騃,gai2,,g,ai, 2 
骾,keng2,,k,eng, 2 
髼,hong5,,h,ong, 5 
髽,choa1,,ch,oa, 1 
鬴,hu2,0.01 ,h,u, 2 
魈,siau1,,s,iau, 1 
鮝,siang2,,s,iang, 2 
鮡,thiau5,,th,iau, 5 
鮦,tong5,,t,ong, 5 
鮪,qui2,,q,ui, 2 
鮫,kau1,,k,au, 1 
鮭,hai5,,h,ai, 5 
鮭,ke5,,k,e, 5 
鮮,sian1,,s,ian, 1 
鮮,sian2,,s,ian, 2 
鴶,khiat4,,kh,iat, 4 
鴻,hong5,,h,ong, 5 
鴿,kap4,,k,ap, 4 
鵁,kau1,,k,au, 1 
鵂,hiu1,,h,iu, 1 
麋,bi5,,b,i, 5 
麯,khiok4,0.01 ,kh,iok, 4 
麰,boo5,,b,oo, 5 
黈,thoo2,,th,oo, 2 
黏,liam5,,l,iam, 5 
黚,khiam5,,kh,iam, 5 
黛,tai7,,t,ai, 7 
黜,thut4,,th,ut, 4 
點,tiam2,,t,iam, 2 
黻,hut4,,h,ut, 4 
黿,goan5,,g,oan, 5 
鼾,han2,,h,an, 2 
齋,chhai1,,chh,ai, 1 
龠,qiak8,,q,iak, 8 
𠐈,pian1,,p,ian, 1 
𠐊,si7,0.01 ,s,i, 7 
𡁉,chhip4,,chh,ip, 4 
𡾻,chhong5,,chh,ong, 5 
𢡆,khun2,0.01 ,kh,un, 2 
𢡉,siap4,,s,iap, 4 
𢩠,soan1,,s,oan, 1 
𢷋,piau2,0.01 ,p,iau, 2 
𣀂,le2,,l,e, 2 
𤛰,hoan5,0.01 ,h,oan, 5 
𤺅,chhoe3,0.01 ,chh,oe, 3 
𥕲,khoat4,,kh,oat, 4 
𥱼,pai5,,p,ai, 5 
𥲄,tam7,,t,am, 7 
𥼁,lut8,,l,ut, 8 
𥼃,chhek4,,chh,ek, 4 
𦒐,phiat8,,ph,iat, 8 
𦗖,lo7,,l,o, 7 
𦡂,tong2,,t,ong, 2 
𦡃,lia1,,l,ia, 1 
𦡃,lonn5,,l,onn, 5 
𦽅,honn3,,h,onn, 3 
𧐎,bek8,,b,ek, 8 
𧐒,sok4,,s,ok, 4 
𧡿,chin1,0.01 ,ch,in, 1 
𧷍,pi3,,p,i, 3 
𧽒,hiong3,,h,iong, 3 
𨗦,chiam2,,ch,iam, 2 
𨨰,joan7,,j,oan, 7 
𨵬,qan7,,q,an, 7 
𩈫,kainn2,,k,ainn, 2 
𩶭,goo5,,g,oo, 5 
𪀦,thit4,,th,it, 4 
𪓔,khiu1,0.01 ,kh,iu, 1 
㒟,liaunn2,,l,iaunn, 2 
㙻,tian5,0.01 ,t,ian, 5 
䆅,chhu1,,chh,u, 1 
䊤,tham2,,th,am, 2 
䊥,siau3,,s,iau, 3 
䊩,hoan5,,h,oan, 5 
䊩,phun1,,ph,un, 1 
䎘,siok4,,s,iok, 4 
䜇,kun2,,k,un, 2 
䜈,chau1,,ch,au, 1 
䜊,chho7,,chh,o, 7 
䝏,loo5,,l,oo, 5 
儭,chin3,,ch,in, 3 
儮,lek8,,l,ek, 8 
儯,theng5,,th,eng, 5 
儱,long2,,l,ong, 2 
叢,chhong5,,chh,ong, 5 
嚚,gin5,,g,in, 5 
嚞,tiat4,0.01 ,t,iat, 4 
嚮,hiang3,,h,iang, 3 
壘,lui2,,l,ui, 2 
壙,khong3,,kh,ong, 3 
奰,pi7,,p,i, 7 
嬸,chhim2,,chh,im, 2 
嬸,sim2,,s,im, 2 
嬻,tok8,,t,ok, 8 
屩,kak4,,k,ak, 4 
屪,liau5,,l,iau, 5 
幭,bek8,0.01 ,b,ek, 8 
彝,qi5,,q,i, 5 
懕,qiam1,,q,iam, 1 
懘,thi3,,th,i, 3 
懟,tui7,,t,ui, 7 
懣,boan2,,b,oan, 2 
懮,qiu2,,q,iu, 2 
懰,liu5,,l,iu, 5 
擥,lam2,0.01 ,l,am, 2 
擲,tek8,,t,ek, 8 
擴,khok4,,kh,ok, 4 
擷,khiat4,,kh,iat, 4 
擸,lap8,,l,ap, 8 
擺,pai2,,p,ai, 2 
擾,jiau2,,j,iau, 2 
攂,lui7,,l,ui, 7 
攄,thi1,,th,i, 1 
斷,toan3,,t,oan, 3 
斷,toan7,,t,oan, 7 
旛,hoan1,,h,oan, 1 
曚,bong5,,b,ong, 5 
